VG, IG, ID, logID, ID^0.5
-8.0,-7.919000000000001E-12,7.479E-12,-11.126156466776564,2.7347760420187975E-6
-7.8,-8.843E-12,9.713000000000001E-12,-11.012646611264206,3.11656862590895E-6
-7.6000000000000005,-9.365000000000001E-12,9.052000000000001E-12,-11.04325545471731,3.008654184182689E-6
-7.4,-9.562000000000001E-12,1.0263E-11,-10.988725671095276,3.2035917342882504E-6
-7.2,-9.116000000000001E-12,8.534E-12,-11.068847361476706,2.9213010799984313E-6
-7.0,-8.637E-12,8.439E-12,-11.073709013115137,2.9049956970708235E-6
-6.8,-8.094E-12,8.265E-12,-11.082757142092534,2.87489130229301E-6
-6.6000000000000005,-8.021E-12,8.177000000000001E-12,-11.087406002247894,2.8595454184188088E-6
-6.4,-8.339E-12,8.100000000000001E-12,-11.09151498112135,2.8460498941515417E-6
-6.2,-8.186000000000001E-12,8.572E-12,-11.066917837630209,2.9277978072264487E-6
-6.0,-8.895E-12,8.434E-12,-11.073966403321155,2.9041349830887684E-6
-5.8,-9.042000000000001E-12,8.566E-12,-11.06722192993945,2.92677296693816E-6
-5.6000000000000005,-7.429E-12,8.41E-12,-11.075204004202087,2.9E-6
-5.4,-8.151000000000001E-12,9.064000000000001E-12,-11.04268010314466,3.0106477708293942E-6
-5.2,-8.791E-12,9.180000000000001E-12,-11.037157318798757,3.0298514815086234E-6
-5.0,-8.867000000000001E-12,8.977000000000001E-12,-11.046868774816556,2.9961642144582133E-6
-4.8,-7.567000000000001E-12,8.35E-12,-11.078313524516398,2.889636655359978E-6
-4.6000000000000005,-6.803000000000001E-12,8.035000000000001E-12,-11.095014118900636,2.8346075566116732E-6
-4.4,-6.255E-12,7.728000000000001E-12,-11.111932886592562,2.779928056623049E-6
-4.2,-5.588000000000001E-12,8.138000000000001E-12,-11.089482314482733,2.8527180021866866E-6
-4.0,-5.0420000000000005E-12,8.683000000000001E-12,-11.061330198977322,2.9466930617219027E-6
-3.8000000000000003,-5.125E-12,9.927E-12,-11.003181978120484,3.1507142047478696E-6
-3.6,-4.204E-12,1.189E-11,-10.924818145381309,3.4481879299133336E-6
-3.4,-4.305E-12,1.5153E-11,-10.819501376767988,3.892685448376224E-6
-3.2,-3.918E-12,1.9175E-11,-10.717264627378981,4.378926809162263E-6
-3.0,-3.0220000000000002E-12,2.5845000000000002E-11,-10.587623463496291,5.083797792989017E-6
-2.8000000000000003,-2.9310000000000003E-12,3.6242E-11,-10.440787843969922,6.020132888898716E-6
-2.6,-3.176E-12,5.1529000000000006E-11,-10.287948285613755,7.178370288582221E-6
-2.4,-3.0780000000000004E-12,7.3797E-11,-10.131961292783027,8.590518028617367E-6
-2.2,-3.137E-12,1.08077E-10,-9.966266718959455,1.0396008849553755E-5
-2.0,-2.7940000000000004E-12,1.59257E-10,-9.79790146954482,1.261970681117434E-5
-1.8,-2.4260000000000004E-12,2.3805800000000004E-10,-9.623317219367054,1.5429128296828698E-5
-1.6,-2.3630000000000003E-12,3.6102E-10,-9.4424687381247,1.9000526308499984E-5
-1.4000000000000001,-2.134E-12,5.53092E-10,-9.257202623181497,2.3517908070234477E-5
-1.2,-1.902E-12,8.56962E-10,-9.067038435435267,2.9273913301777744E-5
-1.0,-2.14E-12,1.33623E-9,-8.874118782029857,3.655447988961134E-5
-0.8,-1.6100000000000002E-12,2.14437E-9,-8.66870027723744,4.630734283026829E-5
-0.6,-1.278E-12,3.44478E-9,-8.462838508977525,5.869224821047495E-5
-0.4,-1.2210000000000001E-12,5.60958E-9,-8.251069653986384,7.4897129451001E-5
-0.2,-1.093E-12,9.29232E-9,-8.031875842797625,9.639668044077036E-5
0.0,-1.241E-12,1.5722699999999998E-8,-7.803472872138042,1.2539019100392182E-4
0.2,-9.240000000000001E-13,2.6734699999999998E-8,-7.57292468491601,1.635074921830801E-4
0.4,-8.26E-13,4.56399E-8,-7.340655315820339,2.1363496904767252E-4
0.6,-6.35E-13,7.79354E-8,-7.108265231255319,2.79169124367291E-4
0.8,-6.670000000000001E-13,1.34968E-7,-6.86976918758487,3.6737991235232225E-4
1.0,-4.33E-13,2.2275E-7,-6.652182287291088,4.719639816765682E-4
1.2,-3.5900000000000004E-13,3.5378E-7,-6.451266722401847,5.94794082014944E-4
1.4000000000000001,-2.82E-13,5.4151E-7,-6.266393518900677,7.358736304556646E-4
1.6,-2.2600000000000002E-13,7.953269999999999E-7,-6.099454273737398,8.918110786483872E-4
1.8,-1.16E-13,1.119952E-6,-5.950800590349325,0.0010582778463144734
2.0,-1.06E-13,1.55509E-6,-5.808244471349495,0.001247032477524142
2.2,0.0,2.0275E-6,-5.6930391371168065,0.0014239030865898143
2.4,1.23E-13,2.56996E-6,-5.590073636168498,0.001603109478482365
2.6,1.2100000000000001E-13,3.1866600000000005E-6,-5.496664271010374,0.001785121844580924
2.8000000000000003,2.4100000000000003E-13,3.86674E-6,-5.412655028951365,0.0019664028071582893
3.0,3.3600000000000003E-13,4.608340000000001E-6,-5.336455486469266,0.002146704451013227
3.2,4.5200000000000004E-13,5.408910000000001E-6,-5.266890244815756,0.002325706344317786
3.4,5.44E-13,6.268110000000001E-6,-5.202863390637745,0.002503619380017658
3.6,6.890000000000001E-13,7.173960000000001E-6,-5.144241049158199,0.0026784249102784273
3.8000000000000003,8.160000000000001E-13,8.12201E-6,-5.090336480132593,0.002849914033791195
4.0,1.0410000000000001E-12,9.113490000000001E-6,-5.04031527862641,0.003018855743489576
4.2,1.3550000000000002E-12,1.0151700000000001E-5,-4.993461224864265,0.003186173253293047
4.4,1.6530000000000001E-12,1.121634E-5,-4.950148834444658,0.003349080470815833
4.6000000000000005,2.031E-12,1.2402000000000001E-5,-4.906508272989068,0.0035216473417990055
4.8,2.5130000000000003E-12,1.34805E-5,-4.870293999253678,0.003671580041344598
5.0,2.946E-12,1.4611700000000001E-5,-4.835299253082217,0.0038225253432776613
5.2,3.5520000000000002E-12,1.57866E-5,-4.801711395022531,0.003973235457407477
5.4,4.421000000000001E-12,1.70114E-5,-4.76925994345651,0.004124487846993855
5.6000000000000005,5.2180000000000006E-12,1.82322E-5,-4.7391609237634,0.004269918032000147
5.8,6.2490000000000005E-12,1.9483E-5,-4.71034416947325,0.004413955142499751
6.0,7.273E-12,2.07074E-5,-4.6838744272551915,0.0045505384296806025
6.2,8.658000000000001E-12,2.2015100000000002E-5,-4.657279337488146,0.004692025149122711
6.4,1.0164E-11,2.33319E-5,-4.6320498936144405,0.004830310549022702
6.6000000000000005,1.1908000000000001E-11,2.46796E-5,-4.607661883504296,0.004967856680702453
6.8,1.4050000000000001E-11,2.6038900000000002E-5,-4.584377366264389,0.005102832546733236
7.0,1.6476000000000002E-11,2.73532E-5,-4.5629918590546,0.0052300286806096965
7.2,1.8703E-11,2.87699E-5,-4.541061647651685,0.005363758010947175
7.4,2.1095000000000003E-11,3.0131E-5,-4.520986454543866,0.005489171157834305
7.6000000000000005,2.3958000000000003E-11,3.15066E-5,-4.501598460707577,0.005613074024097669
7.8,2.7553E-11,3.2948300000000004E-5,-4.482166988343585,0.00574006097528589
8.0,3.1727000000000003E-11,3.43836E-5,-4.463648654167756,0.005863753064377797
8.2,3.5227000000000004E-11,3.58028E-5,-4.446083007518199,0.005983544100280369
8.4,3.9427E-11,3.72786E-5,-4.428540405966433,0.006105620361601268
8.6,4.4531E-11,3.87074E-5,-4.412205999530321,0.006221527143716404
8.8,4.9318000000000006E-11,4.01698E-5,-4.396100330556419,0.006337964973080871
9.0,5.5230000000000006E-11,4.15717E-5,-4.381202215437897,0.006447611961028672
9.200000000000001,6.0882E-11,4.30056E-5,-4.366474988821659,0.006557865506397642
9.4,6.7139E-11,4.4549500000000004E-5,-4.351157165891069,0.006674541182733087
9.6,7.5356E-11,4.61143E-5,-4.336164379424442,0.006790751063026829
9.8,8.350900000000001E-11,4.75975E-5,-4.322415857462652,0.006899094143436513
10.0,9.172000000000001E-11,4.90481E-5,-4.3093778114338335,0.0070034348715469616
