VG, IG, ID, logID, ID^0.5
-5.0,-1.0881800000000001E-10,1.1140000000000001E-11,-10.95311480916229,3.3376638536557275E-6
-4.8,-8.8191E-11,1.0101000000000001E-11,-10.995635628892249,3.1782070417139284E-6
-4.6000000000000005,-7.682000000000001E-11,9.68E-12,-11.014124642691606,3.111269837220809E-6
-4.4,-6.783700000000001E-11,8.857E-12,-11.0527133553222,2.976071235706565E-6
-4.2,-5.9743E-11,8.094E-12,-11.091836799944453,2.8449956063234965E-6
-4.0,-5.2963000000000004E-11,7.423E-12,-11.129420539447315,2.7245183060497137E-6
-3.8000000000000003,-4.7298E-11,6.97E-12,-11.15676722190199,2.6400757564888173E-6
-3.6,-4.2222E-11,6.508E-12,-11.186552455735178,2.5510782034269354E-6
-3.4,-3.7496000000000004E-11,6.011E-12,-11.221053272031384,2.4517340801971166E-6
-3.2,-3.3154000000000005E-11,5.617000000000001E-12,-11.250495576123857,2.3700210969525144E-6
-3.0,-2.8987E-11,5.278000000000001E-12,-11.27753061411597,2.297389823255949E-6
-2.8000000000000003,-2.4932000000000002E-11,5.118000000000001E-12,-11.290899718448832,2.262299714891906E-6
-2.6,-2.0838E-11,5.386000000000001E-12,-11.268733650924508,2.3207757323791543E-6
-2.4,-1.6824000000000002E-11,9.922E-12,-11.003400777299833,3.149920633920798E-6
-2.2,-1.3107E-11,3.9793000000000005E-11,-10.400193318095829,6.308169306542113E-6
-2.0,-9.990000000000001E-12,1.9987E-10,-9.699252387533742,1.4137538682528865E-5
-1.8,-7.469E-12,9.190630000000001E-10,-9.036654717542527,3.0316051853762226E-5
-1.6,-9.097000000000001E-12,3.47195E-9,-8.45942653778139,5.892325517145162E-5
-1.4000000000000001,-6.836E-12,1.26247E-8,-7.898778933200792,1.12359690280812E-4
-1.2,-2.9720000000000003E-12,3.842349999999999E-8,-7.415403077749841,1.9601913171932988E-4
-1.0,-1.9490000000000003E-12,9.775499999999999E-8,-7.009861019948719,3.126579600777821E-4
-0.8,-4.515E-12,2.1329E-7,-6.6710295057630695,4.618333032599533E-4
-0.6,-9.010000000000001E-13,4.22984E-7,-6.373676060150091,6.503722011279387E-4
-0.4,-3.1100000000000004E-13,7.53629E-7,-6.122842398036768,8.681180795260516E-4
-0.2,-2.086E-12,1.2424400000000002E-6,-5.905724575067945,0.0011146479264772353
0.0,3.1100000000000004E-13,1.9055000000000002E-6,-5.719991046891814,0.0013803984931895572
0.2,7.71E-13,2.77E-6,-5.557520230935552,0.001664331697709324
0.4,1.178E-12,3.85381E-6,-5.4141097006783925,0.0019631123248556107
0.6,1.6070000000000001E-12,5.175610000000001E-6,-5.286038456688133,0.0022749967032943148
0.8,2.131E-12,6.747680000000001E-6,-5.1708455214488716,0.0025976296887739794
1.0,2.6630000000000003E-12,8.58522E-6,-5.066248571375304,0.0029300546069996715
1.2,3.301E-12,1.069452E-5,-4.970838703007312,0.0032702476970407
1.4000000000000001,2.063E-12,1.31409E-5,-4.881374889597506,0.0036250379308360348
1.6,4.6030000000000005E-12,1.58243E-5,-4.800675492233906,0.003977976872733173
1.8,5.774E-12,1.882E-5,-4.725380380908762,0.004338202392696772
2.0,7.098000000000001E-12,2.21105E-5,-4.655401436309315,0.004702180345329175
2.2,8.623E-12,2.57193E-5,-4.58974085574293,0.0050714199195097225
2.4,1.0436000000000001E-11,2.96373E-5,-4.528161363732927,0.005444015062433241
2.6,1.2538000000000002E-11,3.3872400000000005E-5,-4.470154030700223,0.0058200000000000005
2.8000000000000003,1.4878E-11,3.84257E-5,-4.415378212224619,0.0061988466669211945
3.0,1.7292E-11,4.32959E-5,-4.363553228165858,0.006579962005969335
3.2,1.9939000000000002E-11,4.84704E-5,-4.314523396264946,0.006962068658092938
3.4,2.258E-11,5.39481E-5,-4.2680238461441125,0.007344937031724642
3.6,2.5281E-11,5.9727E-5,-4.223829298682798,0.007728324527347438
3.8000000000000003,2.7963000000000003E-11,6.57931E-5,-4.1818196502926455,0.008111294594576133
4.0,3.0555000000000005E-11,7.21161E-5,-4.141967767727189,0.00849211987668568
4.2,3.3038000000000005E-11,7.87235E-5,-4.103895605673052,0.008872626443167773
4.4,3.5558E-11,8.56059E-5,-4.067496302505762,0.009252345648536916
4.6000000000000005,3.8013000000000006E-11,9.27101E-5,-4.032872950479787,0.009628608414511413
4.8,4.0483000000000005E-11,1.000399E-4,-3.9998267510625856,0.01000199480103844
5.0,4.3051000000000005E-11,1.076031E-4,-3.968175216648251,0.010373191408626373
5.2,4.6410000000000004E-11,1.15532E-4,-3.937297708424718,0.010748581301734662
5.4,4.8042E-11,1.2346700000000002E-4,-3.9084491042100473,0.011111570546056935
5.6000000000000005,5.2104E-11,1.3164E-4,-3.880612126377664,0.011473447607410774
5.8,5.650400000000001E-11,1.4001900000000002E-4,-3.8538130283554968,0.01183296243550194
6.0,6.128500000000001E-11,1.48662E-4,-3.827800028783701,0.012192702735652995
6.2,6.7258E-11,1.57438E-4,-3.8028904359000357,0.01254743001574426
6.4,7.3568E-11,1.6645100000000002E-4,-3.7787135913563534,0.01290158904941558
6.6000000000000005,8.1161E-11,1.75656E-4,-3.755337011130211,0.013253527832241497
6.8,8.967700000000001E-11,1.85099E-4,-3.73259592752292,0.013605109334364058
7.0,9.9946E-11,1.94637E-4,-3.710774597940198,0.013951236504338962
7.2,1.11693E-10,2.04412E-4,-3.6894936125451117,0.014297272467152608
7.4,1.2540200000000002E-10,2.14388E-4,-3.668799527186513,0.014641994399671105
7.6000000000000005,1.4093900000000002E-10,2.24526E-4,-3.648733360661905,0.01498419166988997
7.8,1.5844600000000002E-10,2.34872E-4,-3.6291687540623236,0.015325534248436497
8.0,1.7888800000000002E-10,2.45341E-4,-3.6102298688916576,0.015663364900301596
8.2,2.02136E-10,2.56081E-4,-3.5916226429343943,0.01600253104980584
8.4,2.2876700000000003E-10,2.67023E-4,-3.573451329111528,0.016340838411782917
8.6,2.5931300000000003E-10,2.7812400000000004E-4,-3.55576153318605,0.01667705009886341
8.8,2.9396700000000005E-10,2.8942400000000004E-4,-3.538465458581888,0.017012466017600154
9.0,3.3360900000000004E-10,3.00825E-4,-3.521686074626653,0.017344307423474713
9.200000000000001,3.78866E-10,3.12421E-4,-3.5052597818446816,0.017675434930999576
9.4,4.27614E-10,3.2417400000000004E-4,-3.4892218201763825,0.01800483268458777
9.6,4.84754E-10,3.36102E-4,-3.4735289032211516,0.01833308484680088
9.8,5.509770000000001E-10,3.48066E-4,-3.458338397668175,0.018656527007993744
10.0,6.22401E-10,3.60189E-4,-3.4434695544599823,0.018978645894794498
